Serial_number:
1076501
Project ID:
NCOS Hydrology Monitoring
Location:
East Channel Trail Bridge
LEVEL
UNIT: m
Offset: 0.000000 m
TEMPERATURE
UNIT: °C
CON_UCTIVITY
UNIT: µS/cm
Date,Time,ms,LEVEL,TEMPERATURE,CON_UCTIVITY
9/20/2024,12:15:00 pm,0,0.2919,20.217,12031.2
9/20/2024,12:30:00 pm,0,0.2907,20.261,12038.0
9/20/2024,12:45:00 pm,0,0.2921,20.303,12048.8
9/20/2024,01:00:00 pm,0,0.2925,20.336,12050.0
9/20/2024,01:15:00 pm,0,0.2942,20.372,12055.3
9/20/2024,01:30:00 pm,0,0.2951,20.446,12101.1
9/20/2024,01:45:00 pm,0,0.2988,20.589,12173.5
9/20/2024,02:00:00 pm,0,0.2979,20.736,12217.7
9/20/2024,02:15:00 pm,0,0.2999,20.875,12267.8
9/20/2024,02:30:00 pm,0,0.3012,21.030,12326.6
9/20/2024,02:45:00 pm,0,0.3018,21.197,12382.3
9/20/2024,03:00:00 pm,0,0.3016,21.346,12428.6
9/20/2024,03:15:00 pm,0,0.3022,21.486,12454.9
9/20/2024,03:30:00 pm,0,0.3017,21.621,12494.5
9/20/2024,03:45:00 pm,0,0.3020,21.738,12517.0
9/20/2024,04:00:00 pm,0,0.3028,21.846,12539.8
9/20/2024,04:15:00 pm,0,0.3022,21.937,12555.6
9/20/2024,04:30:00 pm,0,0.3032,22.005,12560.8
9/20/2024,04:45:00 pm,0,0.3022,22.066,12565.4
9/20/2024,05:00:00 pm,0,0.3023,22.111,12558.9
9/20/2024,05:15:00 pm,0,0.3009,22.138,12557.8
9/20/2024,05:30:00 pm,0,0.2995,22.169,12559.5
9/20/2024,05:45:00 pm,0,0.2973,22.193,12552.8
9/20/2024,06:00:00 pm,0,0.2970,22.210,12545.5
9/20/2024,06:15:00 pm,0,0.2956,22.223,12543.5
9/20/2024,06:30:00 pm,0,0.2957,22.235,12535.6
9/20/2024,06:45:00 pm,0,0.2945,22.247,12531.0
9/20/2024,07:00:00 pm,0,0.2931,22.253,12521.2
9/20/2024,07:15:00 pm,0,0.2915,22.254,12513.6
9/20/2024,07:30:00 pm,0,0.2915,22.250,12506.0
9/20/2024,07:45:00 pm,0,0.2914,22.247,12495.0
9/20/2024,08:00:00 pm,0,0.2901,22.238,12485.2
9/20/2024,08:15:00 pm,0,0.2901,22.218,12467.5
9/20/2024,08:30:00 pm,0,0.2901,22.187,12445.9
9/20/2024,08:45:00 pm,0,0.2899,22.152,12425.2
9/20/2024,09:00:00 pm,0,0.2892,22.113,12403.0
9/20/2024,09:15:00 pm,0,0.2878,22.068,12384.7
9/20/2024,09:30:00 pm,0,0.2884,22.028,12370.3
9/20/2024,09:45:00 pm,0,0.2881,21.995,12355.5
9/20/2024,10:00:00 pm,0,0.2887,21.961,12351.2
9/20/2024,10:15:00 pm,0,0.2894,21.926,12326.5
9/20/2024,10:30:00 pm,0,0.2889,21.892,12317.0
9/20/2024,10:45:00 pm,0,0.2883,21.861,12302.2
9/20/2024,11:00:00 pm,0,0.2888,21.826,12285.2
9/20/2024,11:15:00 pm,0,0.2895,21.781,12265.1
9/20/2024,11:30:00 pm,0,0.2896,21.734,12243.3
9/20/2024,11:45:00 pm,0,0.2898,21.669,12212.7
9/21/2024,12:00:00 am,0,0.2891,21.592,12180.4
9/21/2024,12:15:00 am,0,0.2901,21.515,12155.9
9/21/2024,12:30:00 am,0,0.2911,21.452,12143.1
9/21/2024,12:45:00 am,0,0.2909,21.398,12127.2
9/21/2024,01:00:00 am,0,0.2900,21.339,12105.1
9/21/2024,01:15:00 am,0,0.2899,21.274,12080.5
9/21/2024,01:30:00 am,0,0.2900,21.199,12050.6
9/21/2024,01:45:00 am,0,0.2895,21.128,12035.3
9/21/2024,02:00:00 am,0,0.2898,21.071,12021.0
9/21/2024,02:15:00 am,0,0.2900,21.022,12007.1
9/21/2024,02:30:00 am,0,0.2900,20.974,11992.2
9/21/2024,02:45:00 am,0,0.2888,20.928,11981.8
9/21/2024,03:00:00 am,0,0.2889,20.883,11971.1
9/21/2024,03:15:00 am,0,0.2886,20.839,11959.4
9/21/2024,03:30:00 am,0,0.2880,20.799,11955.2
9/21/2024,03:45:00 am,0,0.2879,20.762,11940.7
9/21/2024,04:00:00 am,0,0.2879,20.726,11942.5
9/21/2024,04:15:00 am,0,0.2873,20.691,11926.5
9/21/2024,04:30:00 am,0,0.2875,20.653,11916.7
9/21/2024,04:45:00 am,0,0.2870,20.616,11905.2
9/21/2024,05:00:00 am,0,0.2866,20.581,11900.0
9/21/2024,05:15:00 am,0,0.2861,20.546,11891.0
9/21/2024,05:30:00 am,0,0.2866,20.513,11883.1
9/21/2024,05:45:00 am,0,0.2872,20.478,11878.3
9/21/2024,06:00:00 am,0,0.2887,20.443,11867.7
9/21/2024,06:15:00 am,0,0.2880,20.410,11860.9
9/21/2024,06:30:00 am,0,0.2879,20.375,11855.1
9/21/2024,06:45:00 am,0,0.2880,20.340,11845.4
9/21/2024,07:00:00 am,0,0.2882,20.303,11836.5
9/21/2024,07:15:00 am,0,0.2887,20.260,11828.3
9/21/2024,07:30:00 am,0,0.2882,20.219,11820.0
9/21/2024,07:45:00 am,0,0.2892,20.182,11813.8
9/21/2024,08:00:00 am,0,0.2875,20.148,11806.1
9/21/2024,08:15:00 am,0,0.2883,20.116,11795.9
9/21/2024,08:30:00 am,0,0.2876,20.085,11793.1
9/21/2024,08:45:00 am,0,0.2872,20.058,11792.5
9/21/2024,09:00:00 am,0,0.2876,20.036,11789.6
9/21/2024,09:15:00 am,0,0.2877,20.017,11791.0
9/21/2024,09:30:00 am,0,0.2881,20.003,11791.1
9/21/2024,09:45:00 am,0,0.2887,19.995,11795.3
9/21/2024,10:00:00 am,0,0.2887,19.991,11803.7
9/21/2024,10:15:00 am,0,0.2899,19.987,11807.3
9/21/2024,10:30:00 am,0,0.2901,19.988,11812.6
9/21/2024,10:45:00 am,0,0.2910,19.997,11823.3
9/21/2024,11:00:00 am,0,0.2919,20.006,11835.3
9/21/2024,11:15:00 am,0,0.2919,20.017,11844.7
9/21/2024,11:30:00 am,0,0.2922,20.036,11858.4
9/21/2024,11:45:00 am,0,0.2920,20.057,11870.2
9/21/2024,12:00:00 pm,0,0.2924,20.079,11885.6
9/21/2024,12:15:00 pm,0,0.2954,20.114,11915.7
9/21/2024,12:30:00 pm,0,0.2958,20.202,11969.2
9/21/2024,12:45:00 pm,0,0.2951,20.306,12017.6
9/21/2024,01:00:00 pm,0,0.2954,20.394,12050.7
9/21/2024,01:15:00 pm,0,0.2958,20.474,12086.3
9/21/2024,01:30:00 pm,0,0.2963,20.553,12111.6
9/21/2024,01:45:00 pm,0,0.2962,20.626,12135.6
9/21/2024,02:00:00 pm,0,0.2967,20.690,12157.5
9/21/2024,02:15:00 pm,0,0.2961,20.745,12177.2
9/21/2024,02:30:00 pm,0,0.2958,20.793,12187.8
9/21/2024,02:45:00 pm,0,0.2966,20.838,12205.2
9/21/2024,03:00:00 pm,0,0.2961,20.881,12216.5
9/21/2024,03:15:00 pm,0,0.2962,20.922,12231.1
9/21/2024,03:30:00 pm,0,0.2962,20.957,12242.5
9/21/2024,03:45:00 pm,0,0.2952,20.989,12252.7
9/21/2024,04:00:00 pm,0,0.2957,21.021,12262.3
9/21/2024,04:15:00 pm,0,0.2958,21.051,12274.4
9/21/2024,04:30:00 pm,0,0.2954,21.084,12283.4
9/21/2024,04:45:00 pm,0,0.2946,21.113,12291.3
9/21/2024,05:00:00 pm,0,0.2948,21.135,12298.0
9/21/2024,05:15:00 pm,0,0.2946,21.152,12303.9
9/21/2024,05:30:00 pm,0,0.2949,21.159,12299.1
9/21/2024,05:45:00 pm,0,0.2942,21.162,12296.6
9/21/2024,06:00:00 pm,0,0.2939,21.158,12292.8
9/21/2024,06:15:00 pm,0,0.2933,21.150,12289.7
9/21/2024,06:30:00 pm,0,0.2938,21.138,12280.4
9/21/2024,06:45:00 pm,0,0.2927,21.125,12275.5
9/21/2024,07:00:00 pm,0,0.2916,21.114,12271.4
9/21/2024,07:15:00 pm,0,0.2923,21.102,12266.3
9/21/2024,07:30:00 pm,0,0.2919,21.077,12251.1
9/21/2024,07:45:00 pm,0,0.2921,21.042,12234.4
9/21/2024,08:00:00 pm,0,0.2917,21.010,12228.2
9/21/2024,08:15:00 pm,0,0.2929,20.980,12217.4
9/21/2024,08:30:00 pm,0,0.2939,20.948,12205.0
9/21/2024,08:45:00 pm,0,0.2935,20.913,12192.1
9/21/2024,09:00:00 pm,0,0.2928,20.881,12183.4
9/21/2024,09:15:00 pm,0,0.2921,20.849,12175.2
9/21/2024,09:30:00 pm,0,0.2922,20.819,12166.4
9/21/2024,09:45:00 pm,0,0.2924,20.786,12156.3
9/21/2024,10:00:00 pm,0,0.2912,20.758,12150.9
9/21/2024,10:15:00 pm,0,0.2916,20.733,12142.0
9/21/2024,10:30:00 pm,0,0.2913,20.709,12144.5
9/21/2024,10:45:00 pm,0,0.2911,20.690,12137.7
9/21/2024,11:00:00 pm,0,0.2911,20.668,12131.7
9/21/2024,11:15:00 pm,0,0.2909,20.648,12132.0
9/21/2024,11:30:00 pm,0,0.2904,20.624,12122.3
9/21/2024,11:45:00 pm,0,0.2904,20.600,12119.1
9/22/2024,12:00:00 am,0,0.2907,20.578,12109.8
9/22/2024,12:15:00 am,0,0.2906,20.553,12104.6
9/22/2024,12:30:00 am,0,0.2901,20.516,12085.4
9/22/2024,12:45:00 am,0,0.2895,20.471,12073.5
9/22/2024,01:00:00 am,0,0.2896,20.441,12070.6
9/22/2024,01:15:00 am,0,0.2893,20.420,12068.0
9/22/2024,01:30:00 am,0,0.2895,20.398,12063.8
