Serial_number:
1092253
Project ID:

Location:

LEVEL
UNIT: m
Offset: 0.000000 m
TEMPERATURE
UNIT: °C
CONDUCTIVITY
UNIT: µS/cm
Date,Time,ms,LEVEL,TEMPERATURE,CONDUCTIVITY
5/22/2025,12:39:49 am,0,0.4852,25.253,23496.9
5/22/2025,12:54:49 am,0,0.4862,25.175,23403.4
5/22/2025,01:09:49 am,0,0.4846,25.119,23332.4
5/22/2025,01:24:49 am,0,0.4856,25.057,23260.4
5/22/2025,01:39:49 am,0,0.4869,24.986,23180.9
5/22/2025,01:54:49 am,0,0.4888,24.918,23098.6
5/22/2025,02:09:49 am,0,0.4874,24.847,23031.2
5/22/2025,02:24:49 am,0,0.4889,24.751,22934.1
5/22/2025,02:39:49 am,0,0.4894,24.652,22821.3
5/22/2025,02:54:49 am,0,0.4917,24.560,22727.3
5/22/2025,03:09:49 am,0,0.4918,24.503,22655.2
5/22/2025,03:24:49 am,0,0.4919,24.436,22568.2
5/22/2025,03:39:49 am,0,0.4930,24.380,22505.3
5/22/2025,03:54:49 am,0,0.4933,24.315,22431.4
5/22/2025,04:09:49 am,0,0.4931,24.235,22341.2
5/22/2025,04:24:49 am,0,0.4949,24.154,22256.8
5/22/2025,04:39:49 am,0,0.4957,24.080,22171.0
5/22/2025,04:54:49 am,0,0.4960,24.023,22103.6
5/22/2025,05:09:49 am,0,0.4953,23.959,22026.9
5/22/2025,05:24:49 am,0,0.4960,23.931,21975.5
5/22/2025,05:39:49 am,0,0.4950,23.886,22027.2
5/22/2025,05:54:49 am,0,0.4966,23.818,21865.7
5/22/2025,06:09:49 am,0,0.4977,23.785,21797.4
5/22/2025,06:24:49 am,0,0.4973,23.716,21734.2
5/22/2025,06:39:49 am,0,0.4995,23.664,21677.4
5/22/2025,06:54:49 am,0,0.4993,23.632,21632.2
5/22/2025,07:09:49 am,0,0.4996,23.612,21605.5
5/22/2025,07:24:49 am,0,0.5000,23.564,21559.0
5/22/2025,07:39:49 am,0,0.5000,23.517,22261.1
5/22/2025,07:54:49 am,0,0.4990,23.477,21468.2
5/22/2025,08:09:49 am,0,0.4987,23.435,21422.8
5/22/2025,08:24:49 am,0,0.5004,23.389,21370.1
5/22/2025,08:39:49 am,0,0.5009,23.347,21324.5
5/22/2025,08:54:49 am,0,0.4989,23.311,21282.2
5/22/2025,09:09:49 am,0,0.4979,23.302,21268.4
5/22/2025,09:24:49 am,0,0.5032,23.301,21256.3
5/22/2025,09:39:49 am,0,0.4982,23.293,21245.2
5/22/2025,09:54:49 am,0,0.4988,23.283,21238.8
5/22/2025,10:09:49 am,0,0.5005,23.305,21269.7
5/22/2025,10:24:49 am,0,0.4980,23.357,21341.6
5/22/2025,10:39:49 am,0,0.4993,23.417,21397.0
5/22/2025,10:54:49 am,0,0.4973,23.515,21498.4
5/22/2025,11:09:49 am,0,0.4970,23.605,21606.5
5/22/2025,11:24:49 am,0,0.4974,23.649,21661.0
5/22/2025,11:39:49 am,0,0.4945,23.689,21734.4
5/22/2025,11:54:49 am,0,0.4962,23.844,21949.9
5/22/2025,12:09:49 pm,0,0.4921,24.196,22334.3
5/22/2025,12:24:49 pm,0,0.4889,24.530,22660.4
5/22/2025,12:39:49 pm,0,0.4866,24.802,22925.1
5/22/2025,12:54:49 pm,0,0.4842,25.016,23149.9
5/22/2025,01:09:49 pm,0,0.4837,25.172,23315.7
5/22/2025,01:24:49 pm,0,0.4831,25.315,23480.7
5/22/2025,01:39:49 pm,0,0.4813,25.488,23679.0
5/22/2025,01:54:49 pm,0,0.4791,25.625,23851.5
5/22/2025,02:09:49 pm,0,0.4790,25.717,23952.8
5/22/2025,02:24:49 pm,0,0.4775,25.832,24139.3
5/22/2025,02:39:49 pm,0,0.4770,26.021,24325.1
5/22/2025,02:54:49 pm,0,0.4756,26.190,24524.5
5/22/2025,03:09:49 pm,0,0.4746,26.296,24641.0
5/22/2025,03:24:49 pm,0,0.4721,26.424,24782.4
5/22/2025,03:39:49 pm,0,0.4727,26.540,24905.4
5/22/2025,03:54:49 pm,0,0.4680,26.661,25050.1
5/22/2025,04:09:49 pm,0,0.4675,26.776,25192.7
5/22/2025,04:24:49 pm,0,0.4687,26.883,25305.4
5/22/2025,04:39:49 pm,0,0.4675,26.926,25390.4
5/22/2025,04:54:49 pm,0,0.4640,26.986,25455.8
5/22/2025,05:09:49 pm,0,0.4638,27.044,25526.7
5/22/2025,05:24:49 pm,0,0.4641,27.044,25538.1
5/22/2025,05:39:49 pm,0,0.4640,27.054,25548.6
5/22/2025,05:54:49 pm,0,0.4659,27.064,25552.2
5/22/2025,06:09:49 pm,0,0.4658,27.041,25526.2
5/22/2025,06:24:49 pm,0,0.4635,26.988,25476.2
5/22/2025,06:39:49 pm,0,0.4632,26.871,25380.8
5/22/2025,06:54:49 pm,0,0.4661,26.752,25260.6
5/22/2025,07:09:49 pm,0,0.4665,26.583,25100.6
5/22/2025,07:24:49 pm,0,0.4701,26.435,24933.7
5/22/2025,07:39:49 pm,0,0.4712,26.291,24774.9
5/22/2025,07:54:49 pm,0,0.4708,26.150,24637.3
5/22/2025,08:09:49 pm,0,0.4715,26.029,24509.9
5/22/2025,08:24:49 pm,0,0.4732,25.949,24400.6
5/22/2025,08:39:49 pm,0,0.4707,25.882,24321.3
5/22/2025,08:54:49 pm,0,0.4719,25.841,24244.4
5/22/2025,09:09:49 pm,0,0.4735,25.805,24183.1
5/22/2025,09:24:49 pm,0,0.4728,25.780,24139.3
5/22/2025,09:39:49 pm,0,0.4721,25.751,24100.3
5/22/2025,09:54:49 pm,0,0.4731,25.716,24053.3
5/22/2025,10:09:49 pm,0,0.4732,25.678,24011.4
5/22/2025,10:24:49 pm,0,0.4722,25.647,23969.5
5/22/2025,10:39:49 pm,0,0.4720,25.624,24063.6
5/22/2025,10:54:49 pm,0,0.4730,25.618,23903.1
5/22/2025,11:09:49 pm,0,0.4744,25.603,23932.0
5/22/2025,11:24:49 pm,0,0.4740,25.584,23840.3
5/22/2025,11:39:49 pm,0,0.4720,25.561,23798.8
5/22/2025,11:54:49 pm,0,0.4724,25.524,23742.7
5/23/2025,12:09:49 am,0,0.4730,25.489,23694.5
5/23/2025,12:24:49 am,0,0.4727,25.445,23642.2
5/23/2025,12:39:49 am,0,0.4728,25.374,23547.1
5/23/2025,12:54:49 am,0,0.4743,25.292,23456.3
5/23/2025,01:09:49 am,0,0.4769,25.239,23387.7
5/23/2025,01:24:49 am,0,0.4757,25.179,23303.1
5/23/2025,01:39:49 am,0,0.4750,25.116,23220.6
5/23/2025,01:54:49 am,0,0.4752,25.034,23131.0
5/23/2025,02:09:49 am,0,0.4763,24.946,23052.9
5/23/2025,02:24:49 am,0,0.4764,24.872,22962.9
5/23/2025,02:39:49 am,0,0.4776,24.870,22948.8
5/23/2025,02:54:49 am,0,0.4788,24.859,22908.1
5/23/2025,03:09:49 am,0,0.4779,24.819,22875.9
5/23/2025,03:24:49 am,0,0.4783,24.708,22769.4
5/23/2025,03:39:49 am,0,0.4792,24.635,22663.1
5/23/2025,03:54:49 am,0,0.4792,24.576,22588.7
5/23/2025,04:09:49 am,0,0.4801,24.500,22514.7
5/23/2025,04:24:49 am,0,0.4797,24.402,22407.2
5/23/2025,04:39:49 am,0,0.4808,24.356,22340.6
5/23/2025,04:54:49 am,0,0.4812,24.306,22293.4
5/23/2025,05:09:49 am,0,0.4823,24.252,22212.8
5/23/2025,05:24:49 am,0,0.4866,24.200,22158.6
5/23/2025,05:39:49 am,0,0.4867,24.149,22072.3
5/23/2025,05:54:49 am,0,0.4838,24.050,21981.2
5/23/2025,06:09:49 am,0,0.4828,23.921,21853.2
5/23/2025,06:24:49 am,0,0.4855,23.927,21816.0
5/23/2025,06:39:49 am,0,0.4871,23.943,21807.9
5/23/2025,06:54:49 am,0,0.4869,23.915,21771.9
5/23/2025,07:09:49 am,0,0.4847,23.861,21721.4
5/23/2025,07:24:49 am,0,0.4855,23.806,21651.6
5/23/2025,07:39:49 am,0,0.4853,23.756,21604.4
5/23/2025,07:54:49 am,0,0.4886,23.629,21493.9
5/23/2025,08:09:49 am,0,0.4907,23.532,21402.9
5/23/2025,08:24:49 am,0,0.4890,23.437,21324.8
5/23/2025,08:39:49 am,0,0.4881,23.378,21263.1
5/23/2025,08:54:49 am,0,0.4879,23.330,21216.5
5/23/2025,09:09:49 am,0,0.4910,23.301,21194.7
5/23/2025,09:24:49 am,0,0.4908,23.306,21204.6
5/23/2025,09:39:49 am,0,0.4887,23.309,21215.4
5/23/2025,09:54:49 am,0,0.4894,23.332,21235.1
5/23/2025,10:09:49 am,0,0.4907,23.371,21277.4
5/23/2025,10:24:49 am,0,0.4875,23.447,21322.8
5/23/2025,10:39:49 am,0,0.4868,23.466,21348.2
5/23/2025,10:54:49 am,0,0.4881,23.523,21391.5
5/23/2025,11:09:49 am,0,0.4857,23.715,21570.6
5/23/2025,11:24:49 am,0,0.4840,23.928,21773.3
5/23/2025,11:39:49 am,0,0.4839,24.081,21981.6
5/23/2025,11:54:49 am,0,0.4838,24.218,22164.6
5/23/2025,12:09:49 pm,0,0.4820,24.326,22324.8
5/23/2025,12:24:49 pm,0,0.4807,24.631,22674.9
5/23/2025,12:39:49 pm,0,0.4763,24.949,23028.4
5/23/2025,12:54:49 pm,0,0.4729,25.176,23251.7
5/23/2025,01:09:49 pm,0,0.4699,25.371,23471.7
5/23/2025,01:24:49 pm,0,0.4684,25.564,23675.4
5/23/2025,01:39:49 pm,0,0.4683,25.715,23854.6
5/23/2025,01:54:49 pm,0,0.4684,25.856,24015.2
5/23/2025,02:09:49 pm,0,0.4692,25.958,24128.2
5/23/2025,02:24:49 pm,0,0.4666,26.081,24259.8
5/23/2025,02:39:49 pm,0,0.4657,26.215,24417.0
5/23/2025,02:54:49 pm,0,0.4631,26.290,24512.6
5/23/2025,03:09:49 pm,0,0.4620,26.367,24598.2
5/23/2025,03:24:49 pm,0,0.4563,26.516,24787.1
5/23/2025,03:39:49 pm,0,0.4573,26.697,24991.8
5/23/2025,03:54:49 pm,0,0.4578,26.880,25200.2
5/23/2025,04:09:49 pm,0,0.4567,27.004,25338.8
5/23/2025,04:24:49 pm,0,0.4594,27.013,25365.2
5/23/2025,04:39:49 pm,0,0.4576,27.032,25391.0
5/23/2025,04:54:49 pm,0,0.4558,27.017,25370.2
5/23/2025,05:09:49 pm,0,0.4580,26.966,25329.5
5/23/2025,05:24:49 pm,0,0.4589,26.879,25239.4
5/23/2025,05:39:49 pm,0,0.4627,26.818,25191.4
5/23/2025,05:54:49 pm,0,0.4577,26.677,25082.9
5/23/2025,06:09:49 pm,0,0.4628,26.541,24949.3
5/23/2025,06:24:49 pm,0,0.4612,26.374,24782.4
5/23/2025,06:39:49 pm,0,0.4626,26.272,24628.3
5/23/2025,06:54:49 pm,0,0.4650,26.196,24537.4
5/23/2025,07:09:49 pm,0,0.4654,26.083,24426.6
5/23/2025,07:24:49 pm,0,0.4655,25.974,24302.5
5/23/2025,07:39:49 pm,0,0.4659,25.906,24223.2
5/23/2025,07:54:49 pm,0,0.4679,25.851,24137.0
5/23/2025,08:09:49 pm,0,0.4658,25.800,24058.3
5/23/2025,08:24:49 pm,0,0.4612,25.760,24016.0
5/23/2025,08:39:49 pm,0,0.4677,25.751,23939.0
5/23/2025,08:54:49 pm,0,0.4679,25.754,23922.6
5/23/2025,09:09:49 pm,0,0.4758,25.761,23903.7
5/23/2025,09:24:49 pm,0,0.4718,25.751,23875.4
5/23/2025,09:39:49 pm,0,0.4656,25.729,23856.8
5/23/2025,09:54:49 pm,0,0.4617,25.699,23813.6
5/23/2025,10:09:49 pm,0,0.4705,25.674,23771.7
5/23/2025,10:24:49 pm,0,0.4703,25.645,23722.3
5/23/2025,10:39:49 pm,0,0.4681,25.612,23678.7
5/23/2025,10:54:49 pm,0,0.4693,25.567,23607.0
5/23/2025,11:09:49 pm,0,0.4732,25.517,23557.8
5/23/2025,11:24:49 pm,0,0.4732,25.482,23509.7
5/23/2025,11:39:49 pm,0,0.4719,25.441,23470.6
5/23/2025,11:54:49 pm,0,0.4691,25.397,23404.4
5/24/2025,12:09:49 am,0,0.4691,25.343,23348.1
5/24/2025,12:24:49 am,0,0.4698,25.259,23258.3
5/24/2025,12:39:49 am,0,0.4719,25.177,23170.3
5/24/2025,12:54:49 am,0,0.4718,25.087,23059.9
5/24/2025,01:09:49 am,0,0.4721,24.998,22965.4
5/24/2025,01:24:49 am,0,0.4719,24.934,22893.8
5/24/2025,01:39:49 am,0,0.4720,24.860,22806.3
5/24/2025,01:54:49 am,0,0.4758,24.794,22733.0
5/24/2025,02:09:49 am,0,0.4750,24.726,22652.0
5/24/2025,02:24:49 am,0,0.4733,24.652,22566.6
5/24/2025,02:39:49 am,0,0.4733,24.574,22475.7
5/24/2025,02:54:49 am,0,0.4750,24.497,22379.2
5/24/2025,03:09:49 am,0,0.4744,24.429,22295.2
5/24/2025,03:24:49 am,0,0.4743,24.358,22225.9
5/24/2025,03:39:49 am,0,0.4774,24.291,22145.7
5/24/2025,03:54:49 am,0,0.4765,24.208,22065.9
5/24/2025,04:09:49 am,0,0.4786,24.134,22149.4
5/24/2025,04:24:49 am,0,0.4782,24.061,21905.8
5/24/2025,04:39:49 am,0,0.4786,23.977,21814.3
5/24/2025,04:54:49 am,0,0.4792,23.900,21710.1
5/24/2025,05:09:49 am,0,0.4794,23.832,22617.9
5/24/2025,05:24:49 am,0,0.4825,23.775,21591.4
5/24/2025,05:39:49 am,0,0.4805,23.695,21509.9
5/24/2025,05:54:49 am,0,0.4811,23.622,21431.8
5/24/2025,06:09:49 am,0,0.4847,23.555,21352.9
5/24/2025,06:24:49 am,0,0.4845,23.509,21296.9
5/24/2025,06:39:49 am,0,0.4850,23.459,21241.8
5/24/2025,06:54:49 am,0,0.4861,23.419,21198.8
5/24/2025,07:09:49 am,0,0.4847,23.380,21170.1
5/24/2025,07:24:49 am,0,0.4839,23.331,21098.6
5/24/2025,07:39:49 am,0,0.4835,23.294,21059.0
5/24/2025,07:54:49 am,0,0.4848,23.262,21013.4
5/24/2025,08:09:49 am,0,0.4840,23.218,20964.7
5/24/2025,08:24:49 am,0,0.4850,23.172,20914.4
5/24/2025,08:39:49 am,0,0.4863,23.138,20872.0
5/24/2025,08:54:49 am,0,0.4854,23.129,20858.6
5/24/2025,09:09:49 am,0,0.4855,23.139,20870.5
5/24/2025,09:24:49 am,0,0.4859,23.156,20883.0
5/24/2025,09:39:49 am,0,0.4835,23.181,20909.3
5/24/2025,09:54:49 am,0,0.4831,23.228,20957.0
5/24/2025,10:09:49 am,0,0.4837,23.295,21056.0
5/24/2025,10:24:49 am,0,0.4830,23.389,21110.8
5/24/2025,10:39:49 am,0,0.4815,23.466,21191.2
5/24/2025,10:54:49 am,0,0.4801,23.548,21269.5
5/24/2025,11:09:49 am,0,0.4801,23.641,21371.9
5/24/2025,11:24:49 am,0,0.4799,23.743,21477.4
5/24/2025,11:39:49 am,0,0.4795,23.898,21642.7
5/24/2025,11:54:49 am,0,0.4767,24.048,21804.1
5/24/2025,12:09:49 pm,0,0.4753,24.195,21953.8
5/24/2025,12:24:49 pm,0,0.4746,24.341,22105.4
5/24/2025,12:39:49 pm,0,0.4742,24.479,22263.1
5/24/2025,12:54:49 pm,0,0.4734,24.607,22389.6
5/24/2025,01:09:49 pm,0,0.4719,24.723,22523.4
5/24/2025,01:24:49 pm,0,0.4686,24.834,22639.1
5/24/2025,01:39:49 pm,0,0.4670,24.927,22741.7
5/24/2025,01:54:49 pm,0,0.4663,25.049,23164.3
5/24/2025,02:09:49 pm,0,0.4661,25.147,23558.6
5/24/2025,02:24:49 pm,0,0.4656,25.259,23774.8
5/24/2025,02:39:49 pm,0,0.4638,25.380,23962.8
5/24/2025,02:54:49 pm,0,0.4633,25.538,24144.1
5/24/2025,03:09:49 pm,0,0.4617,25.693,24326.7
5/24/2025,03:24:49 pm,0,0.4584,25.812,24467.3
5/24/2025,03:39:49 pm,0,0.4592,25.920,24578.9
5/24/2025,03:54:49 pm,0,0.4583,26.024,24701.4
5/24/2025,04:09:49 pm,0,0.4587,26.113,24820.0
5/24/2025,04:24:49 pm,0,0.4572,26.187,24889.8
5/24/2025,04:39:49 pm,0,0.4567,26.240,24930.9
5/24/2025,04:54:49 pm,0,0.4560,26.277,24980.6
5/24/2025,05:09:49 pm,0,0.4555,26.307,24994.2
5/24/2025,05:24:49 pm,0,0.4564,26.325,25003.3
5/24/2025,05:39:49 pm,0,0.4545,26.330,24999.5
5/24/2025,05:54:49 pm,0,0.4543,26.328,24987.3
5/24/2025,06:09:49 pm,0,0.4565,26.306,24957.0
5/24/2025,06:24:49 pm,0,0.4552,26.271,24952.0
5/24/2025,06:39:49 pm,0,0.4547,26.221,24977.4
5/24/2025,06:54:49 pm,0,0.4546,26.160,24772.7
5/24/2025,07:09:49 pm,0,0.4554,26.078,24673.0
5/24/2025,07:24:49 pm,0,0.4549,25.996,24574.7
5/24/2025,07:39:49 pm,0,0.4570,25.911,24467.8
5/24/2025,07:54:49 pm,0,0.4570,25.819,24385.3
5/24/2025,08:09:49 pm,0,0.4579,25.741,24277.1
5/24/2025,08:24:49 pm,0,0.4583,25.654,24177.0
5/24/2025,08:39:49 pm,0,0.4594,25.573,24069.9
5/24/2025,08:54:49 pm,0,0.4613,25.513,24004.3
5/24/2025,09:09:49 pm,0,0.4618,25.460,23933.6
5/24/2025,09:24:49 pm,0,0.4627,25.405,23891.6
5/24/2025,09:39:49 pm,0,0.4639,25.351,23840.0
5/24/2025,09:54:49 pm,0,0.4632,25.292,23764.6
5/24/2025,10:09:49 pm,0,0.4645,25.233,23704.8
5/24/2025,10:24:49 pm,0,0.4656,25.171,23646.1
5/24/2025,10:39:49 pm,0,0.4648,25.107,23565.7
5/24/2025,10:54:49 pm,0,0.4649,25.036,23484.3
5/24/2025,11:09:49 pm,0,0.4643,24.966,23612.3
5/24/2025,11:24:49 pm,0,0.4641,24.885,23339.1
5/24/2025,11:39:49 pm,0,0.4668,24.815,23249.4
5/24/2025,11:54:49 pm,0,0.4681,24.742,23156.2
5/25/2025,12:09:49 am,0,0.4667,24.658,23062.3
5/25/2025,12:24:49 am,0,0.4647,24.555,22946.3
5/25/2025,12:39:49 am,0,0.4687,24.455,22831.0
5/25/2025,12:54:49 am,0,0.4690,24.367,22752.0
5/25/2025,01:09:49 am,0,0.4677,24.291,22636.2
5/25/2025,01:24:49 am,0,0.4712,24.224,22551.0
5/25/2025,01:39:49 am,0,0.4702,24.162,22531.3
5/25/2025,01:54:49 am,0,0.4700,24.107,22443.6
