"","station","valid","altimeter","Date","Time","interval","baropressure_inHg","baropressure_kPa","baropressure_kPa_chk","equivalent_ft","equivalent_m"
"33","SBA",2025-05-10 04:00:00,29.88,2025-05-10,04:00:00,"00",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"34","SBA",2025-05-10 04:10:00,29.88,2025-05-10,04:10:00,"10",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"35","SBA",2025-05-10 04:15:00,29.87,2025-05-10,04:15:00,"15",29.859371348939,101.115476542334,101.115446682962,33.8284860236673,10.3109473739748
"36","SBA",2025-05-10 04:20:00,29.87,2025-05-10,04:20:00,"20",29.859371348939,101.115476542334,101.115446682962,33.8284860236673,10.3109473739748
"37","SBA",2025-05-10 04:30:00,29.87,2025-05-10,04:30:00,"30",29.859371348939,101.115476542334,101.115446682962,33.8284860236673,10.3109473739748
"38","SBA",2025-05-10 04:40:00,29.88,2025-05-10,04:40:00,"40",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"39","SBA",2025-05-10 04:45:00,29.88,2025-05-10,04:45:00,"45",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"40","SBA",2025-05-10 04:50:00,29.88,2025-05-10,04:50:00,"50",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"41","SBA",2025-05-10 05:00:00,29.88,2025-05-10,05:00:00,"00",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"42","SBA",2025-05-10 05:10:00,29.88,2025-05-10,05:10:00,"10",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"43","SBA",2025-05-10 05:15:00,29.88,2025-05-10,05:15:00,"15",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"44","SBA",2025-05-10 05:20:00,29.88,2025-05-10,05:20:00,"20",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"45","SBA",2025-05-10 05:30:00,29.88,2025-05-10,05:30:00,"30",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"46","SBA",2025-05-10 05:40:00,29.88,2025-05-10,05:40:00,"40",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"47","SBA",2025-05-10 05:45:00,29.88,2025-05-10,05:45:00,"45",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"48","SBA",2025-05-10 05:50:00,29.88,2025-05-10,05:50:00,"50",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"49","SBA",2025-05-10 06:00:00,29.89,2025-05-10,06:00:00,"00",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"50","SBA",2025-05-10 06:10:00,29.89,2025-05-10,06:10:00,"10",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"51","SBA",2025-05-10 06:15:00,29.89,2025-05-10,06:15:00,"15",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"52","SBA",2025-05-10 06:20:00,29.89,2025-05-10,06:20:00,"20",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"53","SBA",2025-05-10 06:30:00,29.89,2025-05-10,06:30:00,"30",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"54","SBA",2025-05-10 06:40:00,29.89,2025-05-10,06:40:00,"40",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"55","SBA",2025-05-10 06:45:00,29.89,2025-05-10,06:45:00,"45",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"56","SBA",2025-05-10 06:50:00,29.89,2025-05-10,06:50:00,"50",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"57","SBA",2025-05-10 07:00:00,29.89,2025-05-10,07:00:00,"00",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"58","SBA",2025-05-10 07:10:00,29.89,2025-05-10,07:10:00,"10",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"59","SBA",2025-05-10 07:15:00,29.89,2025-05-10,07:15:00,"15",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"60","SBA",2025-05-10 07:20:00,29.88,2025-05-10,07:20:00,"20",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"61","SBA",2025-05-10 07:30:00,29.89,2025-05-10,07:30:00,"30",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"62","SBA",2025-05-10 07:40:00,29.89,2025-05-10,07:40:00,"40",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"63","SBA",2025-05-10 07:45:00,29.89,2025-05-10,07:45:00,"45",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"64","SBA",2025-05-10 07:50:00,29.89,2025-05-10,07:50:00,"50",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"65","SBA",2025-05-10 08:00:00,29.89,2025-05-10,08:00:00,"00",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"66","SBA",2025-05-10 08:10:00,29.89,2025-05-10,08:10:00,"10",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"67","SBA",2025-05-10 08:15:00,29.89,2025-05-10,08:15:00,"15",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"68","SBA",2025-05-10 08:20:00,29.89,2025-05-10,08:20:00,"20",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"69","SBA",2025-05-10 08:30:00,29.89,2025-05-10,08:30:00,"30",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"70","SBA",2025-05-10 08:40:00,29.89,2025-05-10,08:40:00,"40",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"71","SBA",2025-05-10 08:45:00,29.89,2025-05-10,08:45:00,"45",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"72","SBA",2025-05-10 08:50:00,29.89,2025-05-10,08:50:00,"50",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"73","SBA",2025-05-10 09:00:00,29.89,2025-05-10,09:00:00,"00",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"74","SBA",2025-05-10 09:10:00,29.9,2025-05-10,09:10:00,"10",29.88936067403,101.217032092928,101.217002203568,33.8624617377855,10.3213031965801
"75","SBA",2025-05-10 09:15:00,29.9,2025-05-10,09:15:00,"15",29.88936067403,101.217032092928,101.217002203568,33.8624617377855,10.3213031965801
"76","SBA",2025-05-10 09:20:00,29.9,2025-05-10,09:20:00,"20",29.88936067403,101.217032092928,101.217002203568,33.8624617377855,10.3213031965801
"77","SBA",2025-05-10 09:30:00,29.9,2025-05-10,09:30:00,"30",29.88936067403,101.217032092928,101.217002203568,33.8624617377855,10.3213031965801
"78","SBA",2025-05-10 09:40:00,29.91,2025-05-10,09:40:00,"40",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"79","SBA",2025-05-10 09:45:00,29.91,2025-05-10,09:45:00,"45",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"80","SBA",2025-05-10 09:50:00,29.91,2025-05-10,09:50:00,"50",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"81","SBA",2025-05-10 10:00:00,29.91,2025-05-10,10:00:00,"00",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"82","SBA",2025-05-10 10:10:00,29.91,2025-05-10,10:10:00,"10",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"83","SBA",2025-05-10 10:15:00,29.91,2025-05-10,10:15:00,"15",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"84","SBA",2025-05-10 10:20:00,29.91,2025-05-10,10:20:00,"20",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"85","SBA",2025-05-10 10:30:00,29.91,2025-05-10,10:30:00,"30",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"86","SBA",2025-05-10 10:40:00,29.9,2025-05-10,10:40:00,"40",29.88936067403,101.217032092928,101.217002203568,33.8624617377855,10.3213031965801
"87","SBA",2025-05-10 10:45:00,29.9,2025-05-10,10:45:00,"45",29.88936067403,101.217032092928,101.217002203568,33.8624617377855,10.3213031965801
"88","SBA",2025-05-10 10:50:00,29.9,2025-05-10,10:50:00,"50",29.88936067403,101.217032092928,101.217002203568,33.8624617377855,10.3213031965801
"89","SBA",2025-05-10 11:00:00,29.91,2025-05-10,11:00:00,"00",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"90","SBA",2025-05-10 11:10:00,29.91,2025-05-10,11:10:00,"10",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"91","SBA",2025-05-10 11:15:00,29.91,2025-05-10,11:15:00,"15",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"92","SBA",2025-05-10 11:20:00,29.91,2025-05-10,11:20:00,"20",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"93","SBA",2025-05-10 11:30:00,29.92,2025-05-10,11:30:00,"30",29.909353557424,101.284735793325,101.284705883971,33.8851122138643,10.3282070783169
"94","SBA",2025-05-10 11:40:00,29.92,2025-05-10,11:40:00,"40",29.909353557424,101.284735793325,101.284705883971,33.8851122138643,10.3282070783169
"95","SBA",2025-05-10 11:45:00,29.93,2025-05-10,11:45:00,"45",29.919349999121,101.318587643523,101.318557724173,33.8964374519037,10.3316590191854
"96","SBA",2025-05-10 11:50:00,29.93,2025-05-10,11:50:00,"50",29.919349999121,101.318587643523,101.318557724173,33.8964374519037,10.3316590191854
"97","SBA",2025-05-10 12:00:00,29.93,2025-05-10,12:00:00,"00",29.919349999121,101.318587643523,101.318557724173,33.8964374519037,10.3316590191854
"98","SBA",2025-05-10 12:10:00,29.93,2025-05-10,12:10:00,"10",29.919349999121,101.318587643523,101.318557724173,33.8964374519037,10.3316590191854
"99","SBA",2025-05-10 12:15:00,29.93,2025-05-10,12:15:00,"15",29.919349999121,101.318587643523,101.318557724173,33.8964374519037,10.3316590191854
"100","SBA",2025-05-10 12:20:00,29.92,2025-05-10,12:20:00,"20",29.909353557424,101.284735793325,101.284705883971,33.8851122138643,10.3282070783169
"101","SBA",2025-05-10 12:30:00,29.92,2025-05-10,12:30:00,"30",29.909353557424,101.284735793325,101.284705883971,33.8851122138643,10.3282070783169
"102","SBA",2025-05-10 12:40:00,29.91,2025-05-10,12:40:00,"40",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"103","SBA",2025-05-10 12:45:00,29.91,2025-05-10,12:45:00,"45",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"104","SBA",2025-05-10 12:50:00,29.91,2025-05-10,12:50:00,"50",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"105","SBA",2025-05-10 13:00:00,29.91,2025-05-10,13:00:00,"00",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"106","SBA",2025-05-10 13:10:00,29.91,2025-05-10,13:10:00,"10",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"107","SBA",2025-05-10 13:15:00,29.91,2025-05-10,13:15:00,"15",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"108","SBA",2025-05-10 13:20:00,29.91,2025-05-10,13:20:00,"20",29.899357115727,101.250883943127,101.25085404377,33.8737869758249,10.3247551374485
"109","SBA",2025-05-10 13:30:00,29.9,2025-05-10,13:30:00,"30",29.88936067403,101.217032092928,101.217002203568,33.8624617377855,10.3213031965801
"110","SBA",2025-05-10 13:40:00,29.9,2025-05-10,13:40:00,"40",29.88936067403,101.217032092928,101.217002203568,33.8624617377855,10.3213031965801
"111","SBA",2025-05-10 13:45:00,29.9,2025-05-10,13:45:00,"45",29.88936067403,101.217032092928,101.217002203568,33.8624617377855,10.3213031965801
"112","SBA",2025-05-10 13:50:00,29.9,2025-05-10,13:50:00,"50",29.88936067403,101.217032092928,101.217002203568,33.8624617377855,10.3213031965801
"113","SBA",2025-05-10 14:00:00,29.89,2025-05-10,14:00:00,"00",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"114","SBA",2025-05-10 14:10:00,29.89,2025-05-10,14:10:00,"10",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"115","SBA",2025-05-10 14:15:00,29.89,2025-05-10,14:15:00,"15",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"116","SBA",2025-05-10 14:20:00,29.89,2025-05-10,14:20:00,"20",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"117","SBA",2025-05-10 14:30:00,29.89,2025-05-10,14:30:00,"30",29.879364232333,101.18318024273,101.183150363366,33.8511364997461,10.3178512557117
"118","SBA",2025-05-10 14:40:00,29.88,2025-05-10,14:40:00,"40",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"119","SBA",2025-05-10 14:45:00,29.88,2025-05-10,14:45:00,"45",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"120","SBA",2025-05-10 14:50:00,29.88,2025-05-10,14:50:00,"50",29.869367790636,101.149328392532,101.149298523164,33.8398112617067,10.3143993148433
"121","SBA",2025-05-10 15:00:00,29.87,2025-05-10,15:00:00,"00",29.859371348939,101.115476542334,101.115446682962,33.8284860236673,10.3109473739748
"122","SBA",2025-05-10 15:10:00,29.87,2025-05-10,15:10:00,"10",29.859371348939,101.115476542334,101.115446682962,33.8284860236673,10.3109473739748
"123","SBA",2025-05-10 15:15:00,29.87,2025-05-10,15:15:00,"15",29.859371348939,101.115476542334,101.115446682962,33.8284860236673,10.3109473739748
"124","SBA",2025-05-10 15:20:00,29.87,2025-05-10,15:20:00,"20",29.859371348939,101.115476542334,101.115446682962,33.8284860236673,10.3109473739748
"125","SBA",2025-05-10 15:30:00,29.86,2025-05-10,15:30:00,"30",29.849374907242,101.081624692135,101.08159484276,33.8171607856279,10.3074954331064
"126","SBA",2025-05-10 15:40:00,29.86,2025-05-10,15:40:00,"40",29.849374907242,101.081624692135,101.08159484276,33.8171607856279,10.3074954331064
"127","SBA",2025-05-10 15:45:00,29.86,2025-05-10,15:45:00,"45",29.849374907242,101.081624692135,101.08159484276,33.8171607856279,10.3074954331064
"128","SBA",2025-05-10 15:50:00,29.86,2025-05-10,15:50:00,"50",29.849374907242,101.081624692135,101.08159484276,33.8171607856279,10.3074954331064
"129","SBA",2025-05-10 16:00:00,29.86,2025-05-10,16:00:00,"00",29.849374907242,101.081624692135,101.08159484276,33.8171607856279,10.3074954331064
"130","SBA",2025-05-10 16:10:00,29.85,2025-05-10,16:10:00,"10",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"131","SBA",2025-05-10 16:15:00,29.86,2025-05-10,16:15:00,"15",29.849374907242,101.081624692135,101.08159484276,33.8171607856279,10.3074954331064
"132","SBA",2025-05-10 16:20:00,29.85,2025-05-10,16:20:00,"20",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"133","SBA",2025-05-10 16:30:00,29.85,2025-05-10,16:30:00,"30",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"134","SBA",2025-05-10 16:40:00,29.85,2025-05-10,16:40:00,"40",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"135","SBA",2025-05-10 16:45:00,29.85,2025-05-10,16:45:00,"45",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"136","SBA",2025-05-10 16:50:00,29.85,2025-05-10,16:50:00,"50",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"137","SBA",2025-05-10 17:00:00,29.85,2025-05-10,17:00:00,"00",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"138","SBA",2025-05-10 17:10:00,29.85,2025-05-10,17:10:00,"10",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"139","SBA",2025-05-10 17:15:00,29.85,2025-05-10,17:15:00,"15",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"140","SBA",2025-05-10 17:20:00,29.85,2025-05-10,17:20:00,"20",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"141","SBA",2025-05-10 17:30:00,29.85,2025-05-10,17:30:00,"30",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"142","SBA",2025-05-10 17:40:00,29.85,2025-05-10,17:40:00,"40",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"143","SBA",2025-05-10 17:45:00,29.85,2025-05-10,17:45:00,"45",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"144","SBA",2025-05-10 17:50:00,29.85,2025-05-10,17:50:00,"50",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"145","SBA",2025-05-10 18:00:00,29.85,2025-05-10,18:00:00,"00",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"146","SBA",2025-05-10 18:10:00,29.85,2025-05-10,18:10:00,"10",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"147","SBA",2025-05-10 18:15:00,29.85,2025-05-10,18:15:00,"15",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"148","SBA",2025-05-10 18:20:00,29.85,2025-05-10,18:20:00,"20",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"149","SBA",2025-05-10 18:30:00,29.85,2025-05-10,18:30:00,"30",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"150","SBA",2025-05-10 18:40:00,29.85,2025-05-10,18:40:00,"40",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"151","SBA",2025-05-10 18:45:00,29.84,2025-05-10,18:45:00,"45",29.829382023848,101.013920991739,101.013891162357,33.7945103095491,10.3005915513696
"152","SBA",2025-05-10 18:50:00,29.84,2025-05-10,18:50:00,"50",29.829382023848,101.013920991739,101.013891162357,33.7945103095491,10.3005915513696
"153","SBA",2025-05-10 19:00:00,29.84,2025-05-10,19:00:00,"00",29.829382023848,101.013920991739,101.013891162357,33.7945103095491,10.3005915513696
"154","SBA",2025-05-10 19:10:00,29.84,2025-05-10,19:10:00,"10",29.829382023848,101.013920991739,101.013891162357,33.7945103095491,10.3005915513696
"155","SBA",2025-05-10 19:15:00,29.84,2025-05-10,19:15:00,"15",29.829382023848,101.013920991739,101.013891162357,33.7945103095491,10.3005915513696
"156","SBA",2025-05-10 19:20:00,29.84,2025-05-10,19:20:00,"20",29.829382023848,101.013920991739,101.013891162357,33.7945103095491,10.3005915513696
"157","SBA",2025-05-10 19:30:00,29.84,2025-05-10,19:30:00,"30",29.829382023848,101.013920991739,101.013891162357,33.7945103095491,10.3005915513696
"158","SBA",2025-05-10 19:40:00,29.85,2025-05-10,19:40:00,"40",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"159","SBA",2025-05-10 19:45:00,29.85,2025-05-10,19:45:00,"45",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"160","SBA",2025-05-10 19:50:00,29.85,2025-05-10,19:50:00,"50",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"161","SBA",2025-05-10 20:00:00,29.85,2025-05-10,20:00:00,"00",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"162","SBA",2025-05-10 20:10:00,29.84,2025-05-10,20:10:00,"10",29.829382023848,101.013920991739,101.013891162357,33.7945103095491,10.3005915513696
"163","SBA",2025-05-10 20:15:00,29.84,2025-05-10,20:15:00,"15",29.829382023848,101.013920991739,101.013891162357,33.7945103095491,10.3005915513696
"164","SBA",2025-05-10 20:20:00,29.84,2025-05-10,20:20:00,"20",29.829382023848,101.013920991739,101.013891162357,33.7945103095491,10.3005915513696
"165","SBA",2025-05-10 20:30:00,29.84,2025-05-10,20:30:00,"30",29.829382023848,101.013920991739,101.013891162357,33.7945103095491,10.3005915513696
"166","SBA",2025-05-10 20:40:00,29.84,2025-05-10,20:40:00,"40",29.829382023848,101.013920991739,101.013891162357,33.7945103095491,10.3005915513696
"167","SBA",2025-05-10 20:45:00,29.85,2025-05-10,20:45:00,"45",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"168","SBA",2025-05-10 20:50:00,29.85,2025-05-10,20:50:00,"50",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"169","SBA",2025-05-10 21:00:00,29.85,2025-05-10,21:00:00,"00",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"170","SBA",2025-05-10 21:10:00,29.85,2025-05-10,21:10:00,"10",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"171","SBA",2025-05-10 21:15:00,29.85,2025-05-10,21:15:00,"15",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"172","SBA",2025-05-10 21:20:00,29.85,2025-05-10,21:20:00,"20",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"173","SBA",2025-05-10 21:30:00,29.85,2025-05-10,21:30:00,"30",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"174","SBA",2025-05-10 21:40:00,29.85,2025-05-10,21:40:00,"40",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"175","SBA",2025-05-10 21:45:00,29.85,2025-05-10,21:45:00,"45",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"176","SBA",2025-05-10 21:50:00,29.85,2025-05-10,21:50:00,"50",29.839378465545,101.047772841937,101.047743002558,33.8058355475885,10.304043492238
"177","SBA",2025-05-10 22:00:00,29.86,2025-05-10,22:00:00,"00",29.849374907242,101.081624692135,101.08159484276,33.8171607856279,10.3074954331064
"178","SBA",2025-05-10 22:10:00,29.86,2025-05-10,22:10:00,"10",29.849374907242,101.081624692135,101.08159484276,33.8171607856279,10.3074954331064
"179","SBA",2025-05-10 22:15:00,29.86,2025-05-10,22:15:00,"15",29.849374907242,101.081624692135,101.08159484276,33.8171607856279,10.3074954331064
"180","SBA",2025-05-10 22:20:00,29.86,2025-05-10,22:20:00,"20",29.849374907242,101.081624692135,101.08159484276,33.8171607856279,10.3074954331064
